,JANE
accident alright mate,0.0
<eol> accident alright,0.0
jumper,0.0
sorry mate </eol>,0.0
oh sorry mate,0.0
getting water </eol>,0.0
yeah getting water,0.0
yeah yeah getting,0.0
nothing nothing,0.0
must hard </eol>,0.0
see must hard,0.0
allowed see must,0.0
nothing two,0.0
two minute,0.0
shout want okay,0.0
merlot,0.0
well maybe well,0.0
<eol> ben </eol>,0.0
money could </eol>,0.0
population,0.0
make money could,0.0
buy pint,0.0
wick make money,0.0
kevin wick make,0.0
<eol> kevin wick,0.0
wasting money </eol>,0.0
sitting wasting money,0.0
duck sitting wasting,0.0
lame duck sitting,0.0
<eol> lame duck,0.0
<eol> <eol> lame,0.0
well happy,0.0
quick alright </eol>,0.0
london,0.0
rid quick alright,0.0
get rid quick,0.0
wanted get rid,0.0
<eol> wanted get,0.0
tempting,0.0
cut fake,0.0
like alright </eol>,0.0
<eol> like alright,0.0
snuggled,0.0
mum yeah </eol>,0.0
leave mum yeah,0.0
<eol> leave mum,0.0
ben </eol> </eol>,0.0
<eol> <eol> running,0.0
eastend,0.0
running special promotion,0.0
want balding,0.0
special </eol> </eol>,0.0
mmm special </eol>,0.0
<eol> mmm special,0.0
said three u,0.0
though said three,0.0
<eol> though said,0.0
<eol> <eol> though,0.0
kid want,0.0
player,0.0
ben ok </eol>,0.0
goodnight ben ok,0.0
say goodnight ben,0.0
going say goodnight,0.0
<eol> going say,0.0
balance,0.0
let talk shirley,0.0
sparkly house </eol>,0.0
cheap sparkly house,0.0
bottle cheap sparkly,0.0
two bottle cheap,0.0
trace two bottle,0.0
<eol> trace two,0.0
<eol> <eol> trace,0.0
sherry </eol> </eol>,0.0
dot sherry </eol>,0.0
killing dot sherry,0.0
make killing dot,0.0
going make killing,0.0
cause going make,0.0
yeah cause going,0.0
<eol> let talk,0.0
talk shirley night,0.0
one nothing </eol>,0.0
<eol> night get,0.0
bother turning work,0.0
well bother turning,0.0
yeah well bother,0.0
chaos something </eol>,0.0
causing chaos something,0.0
set causing chaos,0.0
eh set causing,0.0
bode,0.0
spoiling,0.0
going eh set,0.0
<eol> going eh,0.0
get better </eol>,0.0
night get better,0.0
2008,0.0
large </eol> </eol>,0.0
shirley night </eol>,0.0
little large </eol>,0.0
like little large,0.0
er like little,0.0
<eol> er like,0.0
talking shirley </eol>,0.0
still talking shirley,0.0
<eol> still talking,0.0
back vic </eol>,0.0
going back vic,0.0
alright going back,0.0
prawn,0.0
expected,0.0
<eol> alright going,0.0
peg,0.0
oh yeah cause,0.0
promising,0.0
turning work tomorrow,0.0
going serving punter,0.0
<eol> got evening,0.0
sort ya </eol>,0.0
string,0.0
old git,0.0
home sort ya,0.0
take home sort,0.0
favour take home,0.0
oi favour take,0.0
<eol> oi favour,0.0
pub state </eol>,0.0
badly,0.0
ouch,0.0
punter pub state,0.0
serving punter pub,0.0
know going serving,0.0
evening shift want,0.0
look know going,0.0
know work </eol>,0.0
yeah know work,0.0
oh yeah know,0.0
pub </eol> </eol>,0.0
git waiting,0.0
<eol> pub </eol>,0.0
<eol> <eol> pub,0.0
yeah go home,0.0
home yeah go,0.0
<eol> go home,0.0
wasted </eol> </eol>,0.0
get wasted </eol>,0.0
work get wasted,0.0
got evening shift,0.0
shift want see,0.0
go one nothing,0.0
<eol> really fancy,0.0
want go one,0.0
vulnerable,0.0
rise </eol> </eol>,0.0
pay rise </eol>,0.0
work pay rise,0.0
talking work pay,0.0
start talking work,0.0
tell start talking,0.0
alright tell start,0.0
<eol> alright tell,0.0
u curry </eol>,0.0
three u curry,0.0
fancy </eol> </eol>,0.0
really fancy </eol>,0.0
time see </eol>,0.0
want see sobered,0.0
next time see,0.0
sober next time,0.0
better sober next,0.0
job better sober,0.0
want job better,0.0
pounced,0.0
still want job,0.0
tell still want,0.0
balding old,0.0
well tell still,0.0
yeah well tell,0.0
sobered </eol> </eol>,0.0
see sobered </eol>,0.0
power,0.0
weekend </eol>,0.0
work tomorrow </eol>,0.0
cockney,0.0
<eol> bride frankenstein,0.0
scaring half death,0.0
prat scaring half,0.0
making prat scaring,0.0
laugh making prat,0.0
oh laugh making,0.0
<eol> oh laugh,0.0
call ambulance </eol>,0.0
get ya </eol>,0.0
ambulance </eol> </eol>,0.0
<eol> care want,0.0
shut get ya,0.0
<eol> shut get,0.0
frankenstein </eol> </eol>,0.0
bride frankenstein </eol>,0.0
<eol> <eol> bride,0.0
gonna call ambulance,0.0
alright alright alright,0.0
alright alright </eol>,0.0
shirl alright alright,0.0
shirl shirl alright,0.0
care want alright,0.0
shirley shirley </eol>,0.0
want alright </eol>,0.0
get shirley shirley,0.0
bit space,0.0
go get shirley,0.0
space weekend,0.0
come go get,0.0
<eol> might concussed,0.0
shirley come go,0.0
half death </eol>,0.0
death </eol> </eol>,0.0
<eol> hello shirley,0.0
<eol> daft reason,0.0
fixed door anyway,0.0
er fixed door,0.0
<eol> er fixed,0.0
bandage eh </eol>,0.0
shirley shirl </eol>,0.0
<eol> alright calm,0.0
put bandage eh,0.0
least put bandage,0.0
<eol> least put,0.0
might dead </eol>,0.0
scared might dead,0.0
reason scared might,0.0
daft reason scared,0.0
alright calm anything,0.0
pig </eol> </eol>,0.0
<eol> go ave,0.0
like pig </eol>,0.0
living like pig,0.0
state living like,0.0
look state living,0.0
favour mean look,0.0
u favour mean,0.0
calm anything </eol>,0.0
lot u favour,0.0
ave lot u,0.0
ave ave lot,0.0
go ave ave,0.0
<eol> going anywhere,0.0
going anywhere gonna,0.0
anywhere gonna call,0.0
hello shirley come,0.0
albert come </eol>,0.0
<eol> sacking </eol>,0.0
<eol> girl film,0.0
busy got headache,0.0
hold alright hold,0.0
<eol> busy got,0.0
<eol> <eol> busy,0.0
lead </eol> </eol>,0.0
albert lead </eol>,0.0
rox albert lead,0.0
<eol> rox albert,0.0
alright hold yeah,0.0
upstairs yeah </eol>,0.0
get upstairs yeah,0.0
let get upstairs,0.0
film </eol> </eol>,0.0
girl film </eol>,0.0
ben eh </eol>,0.0
headache er way,0.0
hold yeah need,0.0
disturbing ben eh,0.0
yeah need ambulance,0.0
tell disturbing ben,0.0
<eol> tell disturbing,0.0
need ambulance yeah,0.0
ambulance yeah </eol>,0.0
joking ya </eol>,0.0
<eol> joking ya,0.0
rest ya </eol>,0.0
give rest ya,0.0
<eol> give rest,0.0
sacking </eol> </eol>,0.0
detective,0.0
got headache er,0.0
er way welcome,0.0
might concussed idiot,0.0
friend shirley life,0.0
albert albert come,0.0
come albert albert,0.0
concussed idiot </eol>,0.0
phone come albert,0.0
hear phone come,0.0
idiot </eol> </eol>,0.0
stupid hear phone,0.0
shirley stupid hear,0.0
come shirley stupid,0.0
<eol> come shirley,0.0
shirley look </eol>,0.0
upstairs shirley look,0.0
life upstairs shirley,0.0
shirley life upstairs,0.0
mate friend shirley,0.0
alright hold alright,0.0
hi mate friend,0.0
boy hi mate,0.0
come boy hi,0.0
<eol> come boy,0.0
ya mmm </eol>,0.0
alright alright hold,0.0
mutt ya mmm,0.0
filthy mutt ya,0.0
come filthy mutt,0.0
get come filthy,0.0
come get come,0.0
oi come get,0.0
welcome back </eol>,0.0
way welcome back,0.0
pay work get,0.0
<eol> pay work,0.0
like eh </eol>,0.0
<eol> know wonder,0.0
polite </eol> </eol>,0.0
gaff polite </eol>,0.0
round gaff polite,0.0
come round gaff,0.0
filth come round,0.0
furnishing filth come,0.0
soft furnishing filth,0.0
arrange soft furnishing,0.0
sort arrange soft,0.0
wanted sort arrange,0.0
knackered,0.0
copper wanted sort,0.0
wonder copper wanted,0.0
know wonder copper,0.0
mouse </eol> </eol>,0.0
<eol> looking happy,0.0
apologize,0.0
mickey mouse </eol>,0.0
ya mickey mouse,0.0
statement ya mickey,0.0
write statement ya,0.0
get write statement,0.0
ya get write,0.0
porkies ya get,0.0
telling porkies ya,0.0
sleep,0.0
one telling porkies,0.0
<eol> one telling,0.0
keep evidence </eol>,0.0
exactly keep evidence,0.0
kind putting,0.0
looking happy </eol>,0.0
see well exactly,0.0
<eol> sals gone,0.0
gate </eol>,0.0
forget stupid scam,0.0
tell forget stupid,0.0
favour tell forget,0.0
audience,0.0
wanna favour tell,0.0
<eol> wanna favour,0.0
paying </eol> </eol>,0.0
yeah paying </eol>,0.0
<eol> yeah paying,0.0
ankle </eol> </eol>,0.0
sprained ankle </eol>,0.0
gone sprained ankle,0.0
sals gone sprained,0.0
<eol> <eol> sals,0.0
<eol> <eol> winding,0.0
got staff </eol>,0.0
hang got staff,0.0
<eol> hang got,0.0
spill something wrong,0.0
licenced spill something,0.0
bland licenced spill,0.0
james bland licenced,0.0
<eol> james bland,0.0
another one </eol>,0.0
poached,0.0
want another one,0.0
<eol> want another,0.0
winding </eol> </eol>,0.0
<eol> winding </eol>,0.0
well exactly keep,0.0
surprised see well,0.0
<eol> like eh,0.0
targetting,0.0
<eol> <eol> accused,0.0
trade,0.0
<eol> look </eol>,0.0
vre,0.0
bar tonight </eol>,0.0
round bar tonight,0.0
hat round bar,0.0
pas hat round,0.0
gonna pas hat,0.0
yeah gonna pas,0.0
<eol> yeah gonna,0.0
lot innit </eol>,0.0
edgeways lot innit,0.0
word edgeways lot,0.0
<eol> hard get,0.0
putting positive,0.0
mum alright </eol>,0.0
trust mum alright,0.0
learn trust mum,0.0
door anyway shirley,0.0
<eol> learn trust,0.0
snooker </eol> </eol>,0.0
<eol> snooker </eol>,0.0
us,0.0
confirmed,0.0
<eol> <eol> snooker,0.0
expect </eol> </eol>,0.0
promotion expect </eol>,0.0
positive spin,0.0
special promotion expect,0.0
<eol> accused something,0.0
accused something </eol>,0.0
hooked,0.0
appetite,0.0
well surprised see,0.0
ripper,0.0
<eol> well surprised,0.0
got evidence </eol>,0.0
best got evidence,0.0
<eol> best got,0.0
punched,0.0
trashed </eol> </eol>,0.0
get trashed </eol>,0.0
flat get trashed,0.0
<eol> flat get,0.0
rumour anything like,0.0
spreading rumour anything,0.0
start spreading rumour,0.0
like start spreading,0.0
<eol> get lost,0.0
anything like start,0.0
say anything like,0.0
listen say anything,0.0
<eol> listen say,0.0
wait ya </eol>,0.0
long wait ya,0.0
gonna long wait,0.0
well gonna long,0.0
<eol> well gonna,0.0
gimme break </eol>,0.0
would gimme break,0.0
<eol> would gimme,0.0
based,0.0
get lost </eol>,0.0
slow,0.0
stupid scam right,0.0
whoah,0.0
could hand </eol>,0.0
paranoid,0.0
scoring,0.0
tit,0.0
listen thought ben,0.0
tat,0.0
yelling listen thought,0.0
loses,0.0
<eol> yelling listen,0.0
<eol> <eol> yelling,0.0
drowned </eol> </eol>,0.0
vice,0.0
versa,0.0
thought drowned </eol>,0.0
<eol> thought drowned,0.0
shirl could hand,0.0
thought ben gonna,0.0
bleed,0.0
<eol> shirl could,0.0
think think </eol>,0.0
<eol> think think,0.0
help funny </eol>,0.0
need help funny,0.0
handed,0.0
giving u,0.0
told need help,0.0
<eol> told need,0.0
hen,0.0
playing </eol> </eol>,0.0
door playing </eol>,0.0
open door playing,0.0
aunt,0.0
ben gonna ring,0.0
scam right </eol>,0.0
stink booze </eol>,0.0
turn state </eol>,0.0
disappear turn state,0.0
night disappear turn,0.0
fetching,0.0
<eol> night disappear,0.0
survive </eol> </eol>,0.0
<eol> survive </eol>,0.0
<eol> <eol> survive,0.0
shade,0.0
playing eh </eol>,0.0
<eol> playing eh,0.0
<eol> many </eol>,0.0
booze </eol> </eol>,0.0
u bit,0.0
<eol> stink booze,0.0
gonna ring pizza,0.0
last hour </eol>,0.0
calling last hour,0.0
late calling last,0.0
<eol> late calling,0.0
coming alright </eol>,0.0
alright coming alright,0.0
alright alright coming,0.0
<eol> alright alright,0.0
wanna join u,0.0
waiting school,0.0
might wanna join,0.0
thoughtyou might wanna,0.0
pizza thoughtyou might,0.0
ring pizza thoughtyou,0.0
ben open door,0.0
<eol> ben open,0.0
oy think </eol>,0.0
neil,0.0
getting pushed </eol>,0.0
lad getting pushed,0.0
big lad getting,0.0
mate big lad,0.0
<eol> mate big,0.0
consequence,0.0
never knew </eol>,0.0
poetry never knew,0.0
<eol> poetry never,0.0
<eol> <eol> poetry,0.0
cheeky time </eol>,0.0
bit cheeky time,0.0
know bit cheeky,0.0
<eol> know bit,0.0
insight,0.0
ben oy think,0.0
tell different </eol>,0.0
anyone tell different,0.0
school gate,0.0
wont anyone tell,0.0
teenage,0.0
boy wont anyone,0.0
good boy wont,0.0
home good boy,0.0
happy home good,0.0
<eol> happy home,0.0
<eol> married </eol>,0.0
awareness,0.0
wearing one ya,0.0
cheat,0.0
pushed </eol> </eol>,0.0
<eol> <eol> papier,0.0
<eol> papier mache,0.0
papier mache </eol>,0.0
button,0.0
delayed,0.0
<eol> ben oy,0.0
ring wanted </eol>,0.0
many ring wanted,0.0
<eol> many ring,0.0
downstairs </eol> </eol>,0.0
busy downstairs </eol>,0.0
get busy downstairs,0.0
4 get busy,0.0
free 4 get,0.0
yeah free 4,0.0
best yeah free,0.0
<eol> best yeah,0.0
hand papier mache,0.0
dab hand papier,0.0
make dab hand,0.0
<eol> make dab,0.0
one eh </eol>,0.0
simple one eh,0.0
ask simple one,0.0
come ask simple,0.0
handbag,0.0
planet come ask,0.0
handing planet come,0.0
teacher handing planet,0.0
<eol> teacher handing,0.0
<eol> <eol> teacher,0.0
mache </eol> </eol>,0.0
<eol> <eol> married,0.0
probably quit,0.0
<eol> wearing one,0.0
winding </eol>,0.0
furnishing filth,0.0
filth come,0.0
round gaff,0.0
gaff polite,0.0
polite </eol>,0.0
looking happy,0.0
<eol> winding,0.0
want another,0.0
arrange soft,0.0
another one,0.0
james bland,0.0
bland licenced,0.0
licenced spill,0.0
spill something,0.0
hang got,0.0
got staff,0.0
soft furnishing,0.0
sort arrange,0.0
sals gone,0.0
statement ya,0.0
see well,0.0
exactly keep,0.0
keep evidence,0.0
telling porkies,0.0
porkies ya,0.0
get write,0.0
write statement,0.0
ya mickey,0.0
wanted sort,0.0
mickey mouse,0.0
gone mean,0.0
mouse </eol>,0.0
know wonder,0.0
wonder copper,0.0
bring </eol>,0.0
copper wanted,0.0
<eol> sals,0.0
gone sprained,0.0
well three,0.0
<eol> papier,0.0
enough gonna,0.0
poetry never,0.0
mate big,0.0
big lad,0.0
lad getting,0.0
getting pushed,0.0
pushed </eol>,0.0
papier mache,0.0
cheeky time,0.0
mache </eol>,0.0
<eol> teacher,0.0
teacher handing,0.0
handing planet,0.0
planet come,0.0
come ask,0.0
ask simple,0.0
<eol> poetry,0.0
bit cheeky,0.0
sprained ankle,0.0
forget stupid,0.0
ankle </eol>,0.0
yeah paying,0.0
paying </eol>,0.0
wanna favour,0.0
see going,0.0
favour tell,0.0
tell forget,0.0
stupid scam,0.0
tell different,0.0
scam right,0.0
<eol> married,0.0
happy home,0.0
home good,0.0
boy wont,0.0
wont anyone,0.0
anyone tell,0.0
surprised see,0.0
well surprised,0.0
got evidence,0.0
get act,0.0
sean want,0.0
want worry,0.0
come drink,0.0
drink look,0.0
forget shift,0.0
shift job,0.0
job get,0.0
act together,0.0
night deano,0.0
lost daughter,0.0
daughter else,0.0
else got,0.0
cause short,0.0
short staffed,0.0
telling different,0.0
think forgetting,0.0
<eol> sean,0.0
rough night,0.0
best got,0.0
hang think,0.0
geezer brokeback,0.0
brokeback mountain,0.0
mountain </eol>,0.0
giving two,0.0
two grand,0.0
<eol> without,0.0
without hazel,0.0
well heard,0.0
<eol> rough,0.0
heard ya,0.0
ya done,0.0
<eol> barred,0.0
barred get,0.0
<eol> kill,0.0
kill later,0.0
later stay,0.0
forgetting something,0.0
wanted something,0.0
something jase,0.0
long wait,0.0
round bar,0.0
bar tonight,0.0
<eol> accused,0.0
accused something,0.0
would gimme,0.0
gimme break,0.0
gonna long,0.0
wait ya,0.0
jase </eol>,0.0
like start,0.0
start spreading,0.0
spreading rumour,0.0
rumour anything,0.0
flat get,0.0
get trashed,0.0
trashed </eol>,0.0
hat round,0.0
pas hat,0.0
gonna pas,0.0
yeah gonna,0.0
<eol> luck,0.0
worry mum,0.0
mum last,0.0
<eol> running,0.0
running special,0.0
special promotion,0.0
promotion expect,0.0
expect </eol>,0.0
<eol> snooker,0.0
snooker </eol>,0.0
learn trust,0.0
trust mum,0.0
mum alright,0.0
edgeways lot,0.0
lot innit,0.0
simple one,0.0
one eh,0.0
make dab,0.0
talk shirley,0.0
goodnight ben,0.0
ben ok,0.0
<eol> though,0.0
though said,0.0
said three,0.0
mmm special,0.0
special </eol>,0.0
shirley night,0.0
sparkly house,0.0
back vic,0.0
still talking,0.0
talking shirley,0.0
er like,0.0
like little,0.0
little large,0.0
large </eol>,0.0
say goodnight,0.0
cheap sparkly,0.0
start talking,0.0
cause going,0.0
work pay,0.0
pay rise,0.0
go sort,0.0
alright two,0.0
rise </eol>,0.0
one nothing,0.0
yeah cause,0.0
make killing,0.0
bottle cheap,0.0
killing dot,0.0
dot sherry,0.0
sherry </eol>,0.0
finacee alright,0.0
<eol> trace,0.0
trace two,0.0
two bottle,0.0
night get,0.0
get better,0.0
going eh,0.0
er way,0.0
rox albert,0.0
albert lead,0.0
lead </eol>,0.0
<eol> busy,0.0
busy got,0.0
got headache,0.0
headache er,0.0
way welcome,0.0
eh set,0.0
welcome back,0.0
get come,0.0
come filthy,0.0
filthy mutt,0.0
mutt ya,0.0
ya mmm,0.0
come boy,0.0
upstairs yeah,0.0
get upstairs,0.0
film </eol>,0.0
girl film,0.0
lovely finacee,0.0
set causing,0.0
causing chaos,0.0
chaos something,0.0
well bother,0.0
bother turning,0.0
turning work,0.0
work tomorrow,0.0
sacking </eol>,0.0
give rest,0.0
rest ya,0.0
joking ya,0.0
tell disturbing,0.0
disturbing ben,0.0
ben eh,0.0
talking work,0.0
tell start,0.0
dab hand,0.0
ring pizza,0.0
could hand,0.0
thought drowned,0.0
drowned </eol>,0.0
<eol> yelling,0.0
yelling listen,0.0
thought ben,0.0
ben gonna,0.0
pizza thoughtyou,0.0
think think,0.0
thoughtyou might,0.0
wanna join,0.0
alright alright,0.0
alright coming,0.0
coming alright,0.0
late calling,0.0
really enough,0.0
shirl could,0.0
help funny,0.0
alright tell,0.0
downstairs </eol>,0.0
hand papier,0.0
best yeah,0.0
yeah free,0.0
free 4,0.0
4 get,0.0
get busy,0.0
busy downstairs,0.0
many ring,0.0
told need,0.0
ring wanted,0.0
ben oy,0.0
oy think,0.0
ben open,0.0
open door,0.0
door playing,0.0
playing </eol>,0.0
calling last,0.0
last hour,0.0
stink booze,0.0
well tell,0.0
take home,0.0
sort ya,0.0
got evening,0.0
evening shift,0.0
shift want,0.0
see sobered,0.0
sobered </eol>,0.0
tell still,0.0
booze </eol>,0.0
want job,0.0
job better,0.0
better sober,0.0
sober next,0.0
really fancy,0.0
fancy </eol>,0.0
u curry,0.0
favour take,0.0
oi favour,0.0
pub state,0.0
punter pub,0.0
playing eh,0.0
<eol> survive,0.0
survive </eol>,0.0
night disappear,0.0
disappear turn,0.0
turn state,0.0
like eh,0.0
pay work,0.0
get wasted,0.0
wasted </eol>,0.0
<eol> pub,0.0
pub </eol>,0.0
know work,0.0
going serving,0.0
serving punter,0.0
three geezer,0.0
leave well,0.0
brother blimey </eol>,0.0
put </eol>,0.0
wearing one,0.0
one ya,0.0
even serving,0.0
serving </eol>,0.0
<eol> wear,0.0
wear one,0.0
one wear,0.0
alright done,0.0
dad brother,0.0
done favour,0.0
<eol> spent,0.0
spent night,0.0
night jack,0.0
oh mum,0.0
think guess,0.0
guess got,0.0
brother blimey,0.0
<eol> cupboard,0.0
mistake one,0.0
<eol> bear,0.0
thing differently,0.0
differently okay,0.0
okay tape,0.0
tape </eol>,0.0
better copy,0.0
copy come,0.0
asking something,0.0
bear mind,0.0
foreign </eol>,0.0
new slate,0.0
slate </eol>,0.0
view cliffhanger,0.0
cliffhanger </eol>,0.0
since ever,0.0
fuss birthday,0.0
<eol> foreign,0.0
probably mistake,0.0
one foreign,0.0
log motor,0.0
<eol> blueberry,0.0
deer know,0.0
know rudolph,0.0
rudolph bambi,0.0
bambi </eol>,0.0
worry jack,0.0
jack love,0.0
love eat,0.0
blueberry venison,0.0
nah matter,0.0
venison shallot,0.0
shallot </eol>,0.0
anyway forty,0.0
seven fifty,0.0
fifty bother,0.0
gal going,0.0
bother </eol>,0.0
er deer,0.0
nah nah,0.0
foreign call,0.0
er great,0.0
call centre,0.0
<eol> mix,0.0
mix useless,0.0
useless bank,0.0
bank speak,0.0
speak </eol>,0.0
oh er,0.0
great terrific,0.0
forty seven,0.0
terrific fifty,0.0
fifty </eol>,0.0
yet got,0.0
got couple,0.0
couple year,0.0
year go,0.0
go forty,0.0
play thing,0.0
dealing play,0.0
know dealing,0.0
witness signature,0.0
one blackmail,0.0
blackmail get,0.0
good thanks,0.0
mum word,0.0
<eol> paper,0.0
paper need,0.0
need witness,0.0
signature ben,0.0
next darren,0.0
ben trust,0.0
trust fund,0.0
fund ritchie,0.0
ritchie bringing,0.0
bringing afternoon,0.0
afternoon mind,0.0
still breathing,0.0
darren one,0.0
right next,0.0
respect know,0.0
place next,0.0
dozen copy,0.0
copy future,0.0
future yes,0.0
yes hell,0.0
hell fold,0.0
fold go,0.0
go place,0.0
next </eol>,0.0
bury right,0.0
right mother,0.0
mother property,0.0
property talking,0.0
talking way,0.0
get keep,0.0
keep permanently,0.0
permanently bury,0.0
breathing </eol>,0.0
<eol> wondering,0.0
wondering head,0.0
bottom line,0.0
ritchie got,0.0
got get,0.0
get finalised,0.0
finalised weekend,0.0
new tax,0.0
tax law,0.0
law bottom,0.0
line saving,0.0
head look,0.0
saving u,0.0
u money,0.0
great thanks,0.0
call police,0.0
<eol> eventually,0.0
eventually </eol>,0.0
right treat,0.0
back ritchie,0.0
signature get,0.0
need signature,0.0
done need,0.0
look inside,0.0
understand mate,0.0
yes jack,0.0
jack picked,0.0
going understand,0.0
picked good,0.0
good un,0.0
un enjoy,0.0
enjoy playing,0.0
playing mug,0.0
mug </eol>,0.0
telling done,0.0
nothing darren,0.0
going either,0.0
either yet,0.0
nah </eol>,0.0
ben keep,0.0
keep young,0.0
got shot,0.0
excited made,0.0
happy man,0.0
sister ever,0.0
get bathroom,0.0
bathroom </eol>,0.0
time month,0.0
well time,0.0
shot </eol>,0.0
go easy,0.0
oi supposed,0.0
supposed working,0.0
7 60,0.0
60 please,0.0
shirley everything,0.0
mean gone,0.0
alright oi,0.0
easy excited,0.0
secret well,0.0
want slap,0.0
bit getting,0.0
put sock,0.0
sock alright,0.0
got admit,0.0
admit bit,0.0
bit shock,0.0
shock innit,0.0
take bit,0.0
getting used,0.0
supposed secret,0.0
